id	conversation_id	created_at	date	time	timezone	user_id	username	name	place	tweet	language	mentions	urls	photos	replies_count	retweets_count	likes_count	hashtags	cashtags	link	retweet	quote_url	video	thumbnail	near	geo	source	user_rt_id	user_rt	retweet_id	reply_to	retweet_date	translate	trans_src	trans_dest
1521824865375903747	1489911087134916608	2022-05-04 12:11:36 GMT	2022-05-04	12:11:36	+0000	1346439123087847425	naruto_itachi40	Aizen_Itachi		@EbifredrickEmma Akaza played with ren all time,While vs Giyuu And Tanjiro was about to Kill them	en	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/Naruto_Itachi40/status/1521824865375903747	False		0								[{'screen_name': 'EbifredrickEmma', 'name': 'RULE OF LAW 😑', 'id': '1352545657987493889'}]				
1521824863295619073	1521755716737982464	2022-05-04 12:11:36 GMT	2022-05-04	12:11:36	+0000	1167400299008602113	mm_deiza	Abubakar M Mustapha®️💎🐦		@RagnarokMeta @smol_sasuke  @smolOba  @smittbakare	und	[{'screen_name': 'smoloba', 'name': 'sasa®️💎🐦', 'id': '2882777475'}, {'screen_name': 'smittbakare', 'name': 'shola bakare', 'id': '314764948'}]	[]	[]	0	0	0	[]	[]	https://twitter.com/mm_deiza/status/1521824863295619073	False		0								[{'screen_name': 'RagnarokMeta', 'name': 'Ragnarök', 'id': '1448439343996100610'}]				
1521824855695314944	1521824855695314944	2022-05-04 12:11:34 GMT	2022-05-04	12:11:34	+0000	1413422105178218496	yuukarin_sasuke	ゆーかりん		言われた通り進めたらガチでお金もらえた！  https://t.co/aRG7End4Pp	ja	[]	['https://bit.ly/3LGWN3T']	[]	0	0	0	[]	[]	https://twitter.com/yuukarin_sasuke/status/1521824855695314944	False		0								[]				
1521824854227374080	1521818493649178626	2022-05-04 12:11:34 GMT	2022-05-04	12:11:34	+0000	1510993038209781766	itachiuchiha673	Itachi Uchiha		@cryptic_rich @toygersofficial @Rathore52131557 @Faroff81 @Ashu91244644	und	[{'screen_name': 'faroff81', 'name': 'faroff', 'id': '1513326167910395907'}, {'screen_name': 'ashu91244644', 'name': 'ashu', 'id': '1366042317438681092'}]	[]	[]	0	0	0	[]	[]	https://twitter.com/ItachiUchiha673/status/1521824854227374080	False		0								[{'screen_name': 'cryptic_rich', 'name': 'Cryptic_Rich ⛩️', 'id': '890627232372150272'}, {'screen_name': 'toygersofficial', 'name': 'TOYGERS', 'id': '1494630620647067659'}]				
1521824781468852224	1521822581116055552	2022-05-04 12:11:16 GMT	2022-05-04	12:11:16	+0000	1396572908030500867	itachi_ba	اوتشيها | itachi𓃵		@kaIjabri بخير الحمدلله اخبارك انت	ar	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/itachi_Ba/status/1521824781468852224	False		0								[{'screen_name': 'kaIjabri', 'name': 'JIRAIYA | خالد', 'id': '1146647608989036545'}]				
1521824770098143234	1521824770098143234	2022-05-04 12:11:13 GMT	2022-05-04	12:11:13	+0000	725139350145609729	aaanacoelho	Ana Coelho		Sasuke é PICA	it	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/aaanacoelho/status/1521824770098143234	False		0								[]				
1521824746911924224	1521823697451036674	2022-05-04 12:11:08 GMT	2022-05-04	12:11:08	+0000	1478008467168559105	sa_suke617	SASUKE│🇬🇪ノマドニア3期		@ralia_1031 はじめまして！  明後日出発なのでまだ間に合います！ よかったら買っていきましょうか？(^^)	ja	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/sa_suke617/status/1521824746911924224	False		0								[{'screen_name': 'ralia_1031', 'name': 'ひろき |ノマドニア2期🇬🇪', 'id': '1082737193045512192'}]				
1521824711889625089	1521824711889625089	2022-05-04 12:11:00 GMT	2022-05-04	12:11:00	+0000	1366419353869176833	arrod95	Itachi♤		When you looked over your shoulder,  For a minute, I forget that I am older,  I wanna dance with you right now  You look as beautiful as ever, hey And I swear that everyday you will get better  You make me feel this way somehow I'm so in love with you I hope you know🍑🥺🧡	en	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/ArRod95/status/1521824711889625089	False		0								[]				
1521824699558526976	1521812925937238017	2022-05-04 12:10:57 GMT	2022-05-04	12:10:57	+0000	2830030068	sasuke_69420	Sasuke.69420 ☢️		@AlphaGangX @FlipprTool @AlphaGang_X_ @narutoftwlfg @sakura_8hokage @jz202014	und	[{'screen_name': 'sakura_8hokage', 'name': 'sakura.eth', 'id': '1501919140625666054'}, {'screen_name': 'jz202014', 'name': 'pepega', 'id': '1348290412348248066'}]	[]	[]	0	0	0	[]	[]	https://twitter.com/sasuke_69420/status/1521824699558526976	False		0								[{'screen_name': 'AlphaGangX', 'name': 'Alpha Gang', 'id': '1501903411855437829'}, {'screen_name': 'FlipprTool', 'name': 'Flippr', 'id': '1492064143134064644'}, {'screen_name': 'AlphaGang_X_', 'name': 'Alpha Gang', 'id': '1521524212225224709'}]				
1521824676854759424	1521824676854759424	2022-05-04 12:10:51 GMT	2022-05-04	12:10:51	+0000	2292526284	ad_atsushi	AD-ATSUSHI		“SASUKE”導入検討の近代五種、エンタメ化追求か　1時間実施も検討　英報道  https://t.co/rnpvSkcyGx	ja	[]	['https://chubero.com/8238377']	[]	0	0	0	[]	[]	https://twitter.com/ad_atsushi/status/1521824676854759424	False		0								[]				
1521824664418455554	1521824664418455554	2022-05-04 12:10:48 GMT	2022-05-04	12:10:48	+0000	1519019798960558080	deepakannamwad	Deepak Annamwad		"""If a man cries, he is not weak, he just has been strong for too long"" - Itachi Uchiha"	en	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/DeepakAnnamwad/status/1521824664418455554	False		0								[]				
1521824657074053120	1521818493649178626	2022-05-04 12:10:47 GMT	2022-05-04	12:10:47	+0000	1518865454848430081	godfath33580614	Sasuke Uchiha☠️👿		@cryptic_rich @toygersofficial @AmAnE_MiSa_27 @mr_ragnor7435 @Zeroooo27	und	[{'screen_name': 'mr_ragnor7435', 'name': 'mr. ragnor', 'id': '1512477702615609347'}, {'screen_name': 'zeroooo27', 'name': 'zeroooo', 'id': '1485130575141023744'}]	[]	[]	0	0	0	[]	[]	https://twitter.com/GODFaTh33580614/status/1521824657074053120	False		0								[{'screen_name': 'cryptic_rich', 'name': 'Cryptic_Rich ⛩️', 'id': '890627232372150272'}, {'screen_name': 'toygersofficial', 'name': 'TOYGERS', 'id': '1494630620647067659'}]				
1521824650153635842	1521824650153635842	2022-05-04 12:10:45 GMT	2022-05-04	12:10:45	+0000	1581177440	lennyzee_mmenu	Itachi Uchiha 𓃵		Hehe o kare ka bona, BMW M135i xDrive ka R12 🤣😳	pl	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/LennyZee_Mmenu/status/1521824650153635842	False	https://twitter.com/zwotheramabale/status/1521782487629844482	0								[]				
1521824646005686273	1521824646005686273	2022-05-04 12:10:44 GMT	2022-05-04	12:10:44	+0000	1341334825	sasuke_0703	猿飛佐助@ラムちゃんの太腿に魅了されし者🏴‍☠️🚑☄️		今日はカートの撮影係 _(⌒(｢📷ω')｣  https://t.co/8ppRTrVVCS	ja	[]	[]	['https://pbs.twimg.com/media/FR6bbPZagAAYA5Q.jpg', 'https://pbs.twimg.com/media/FR6bbttagAMymLS.jpg', 'https://pbs.twimg.com/media/FR6bcNiaUAIj8ct.jpg', 'https://pbs.twimg.com/media/FR6bcuxaUAIiRqG.jpg']	0	0	0	[]	[]	https://twitter.com/sasuke_0703/status/1521824646005686273	False		1	https://pbs.twimg.com/media/FR6bbPZagAAYA5Q.jpg							[]				
1521824639579611139	1521817045121355776	2022-05-04 12:10:42 GMT	2022-05-04	12:10:42	+0000	1510993038209781766	itachiuchiha673	Itachi Uchiha		@GrizzlyDAO @mr_ragnor7435 @Faroff81 @Ashu91244644	und	[{'screen_name': 'faroff81', 'name': 'faroff', 'id': '1513326167910395907'}, {'screen_name': 'ashu91244644', 'name': 'ashu', 'id': '1366042317438681092'}]	[]	[]	0	0	0	[]	[]	https://twitter.com/ItachiUchiha673/status/1521824639579611139	False		0								[{'screen_name': 'GrizzlyDAO', 'name': 'Grizzly DAO', 'id': '1017528060'}]				
1521824635003711488	1521503722471309316	2022-05-04 12:10:41 GMT	2022-05-04	12:10:41	+0000	1518227090243416065	sasuke_wav	Sasuke		@SugoiSummit @thunderking008 @Kidd_Moon999 @__Nikkii____ Are too close to the manga, simple as that	en	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/sasuke_wav/status/1521824635003711488	False		0								[{'screen_name': 'SugoiSummit', 'name': 'Sugoi Summit', 'id': '1197511132417855488'}, {'screen_name': 'thunderking008', 'name': 'Crimson007', 'id': '1499265826943533057'}, {'screen_name': 'Kidd_Moon999', 'name': 'Moon☆', 'id': '1379594553330634753'}, {'screen_name': '__Nikkii____', 'name': '🔥Nikki🔥', 'id': '1504459508311113741'}]				
1521824591169003526	1521824591169003526	2022-05-04 12:10:31 GMT	2022-05-04	12:10:31	+0000	785347234963402752	sasukeomiya1	Sasuke 雑魚ですがジブ専になりました		くそ強いよー	ja	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/sasukeomiya1/status/1521824591169003526	False	https://twitter.com/rabilysi_3/status/1521798873345273856	0								[]				
1521824571078615040	1521823364259926016	2022-05-04 12:10:26 GMT	2022-05-04	12:10:26	+0000	824875992149741569	sasuke_926	猿飛佐助 𝓽𝓮𝓪𝓶絆		@manyo_asahikawa この桜の紋所が目に入らぬか‼️頭が高いwww	ja	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/Sasuke_926/status/1521824571078615040	False		0								[{'screen_name': 'manyo_asahikawa', 'name': '🐣♨️旭川高砂台 万葉の湯♨️🐣', 'id': '286010389'}]				
1521824527214292993	1521503722471309316	2022-05-04 12:10:16 GMT	2022-05-04	12:10:16	+0000	1518227090243416065	sasuke_wav	Sasuke		@SugoiSummit @thunderking008 @Kidd_Moon999 @__Nikkii____ One piece fans are so fucking ridiculous you can’t just make up your own reasoning 💀 no one gives a shit about the fodder ass side characters in one piece that just get blown out the way as soon as an arc starts to get serious, the series has the worst pacing ever because they	en	[]	[]	[]	1	0	0	[]	[]	https://twitter.com/sasuke_wav/status/1521824527214292993	False		0								[{'screen_name': 'SugoiSummit', 'name': 'Sugoi Summit', 'id': '1197511132417855488'}, {'screen_name': 'thunderking008', 'name': 'Crimson007', 'id': '1499265826943533057'}, {'screen_name': 'Kidd_Moon999', 'name': 'Moon☆', 'id': '1379594553330634753'}, {'screen_name': '__Nikkii____', 'name': '🔥Nikki🔥', 'id': '1504459508311113741'}]				
1521824512781819905	1521824512781819905	2022-05-04 12:10:12 GMT	2022-05-04	12:10:12	+0000	1388159787767054339	mangafamily22	manga family		#Sasuke a quand même réussi à zappé qu’il avait une fille le boug 🤣🤣  https://t.co/OOJC2c1zJx	fr	[]	[]	['https://pbs.twimg.com/media/FR6bU9QWQAgDbb6.jpg', 'https://pbs.twimg.com/media/FR6bU9PXsAEGpTw.jpg', 'https://pbs.twimg.com/media/FR6bU9RXEAsC_1G.jpg', 'https://pbs.twimg.com/media/FR6bU9SXoAY9FNA.jpg']	0	0	0	['sasuke']	[]	https://twitter.com/mangafamily22/status/1521824512781819905	False		1	https://pbs.twimg.com/media/FR6bU9QWQAgDbb6.jpg							[]				
1521824430451658753	1521822407484493824	2022-05-04 12:09:53 GMT	2022-05-04	12:09:53	+0000	1510993038209781766	itachiuchiha673	Itachi Uchiha		@oreegal @moonwalkersoff @RohitMinocha77 @mr_ragnor7435 @MrGuy67296368	und	[{'screen_name': 'mr_ragnor7435', 'name': 'mr. ragnor', 'id': '1512477702615609347'}, {'screen_name': 'mrguy67296368', 'name': 'mr guy', 'id': '1498251651907735554'}]	[]	[]	0	0	0	[]	[]	https://twitter.com/ItachiUchiha673/status/1521824430451658753	False		0								[{'screen_name': 'oreegal', 'name': 'Ore☄️', 'id': '1493143265461350404'}, {'screen_name': 'moonwalkersoff', 'name': 'MOONWALKERS NFT', 'id': '1504110143541329929'}]				
1521824417742995457	1521589480540540928	2022-05-04 12:09:49 GMT	2022-05-04	12:09:49	+0000	1403042961739247619	randomdude_xyz	Itachi Uchiha		@wrak_shaa @i__faryal @n0t_your_bhai @shafaqakram2 @o_ridiii @stfu_seerat Itni bari hogai mujh sa eidi mang rhi Choti bachi ho kya	hi	[]	[]	[]	1	0	0	[]	[]	https://twitter.com/RandomDude_xyz/status/1521824417742995457	False		0								[{'screen_name': 'wrak_shaa', 'name': 'ʀ ᴅ x🖤', 'id': '1256240228051947520'}, {'screen_name': 'i__faryal', 'name': 'Faryal 🦋', 'id': '2867073895'}, {'screen_name': 'n0t_your_bhai', 'name': 'Rameez Raja', 'id': '1171390485124042753'}, {'screen_name': 'shafaqakram2', 'name': 'Shafaq Akram', 'id': '1303138520815611906'}, {'screen_name': 'o_ridiii', 'name': 'ردا 🍃', 'id': '2926563674'}, {'screen_name': 'stfu_seerat', 'name': 'Seerat 🦋', 'id': '1347081859994431489'}]				
1521824392572985345	1521814293339062274	2022-05-04 12:09:43 GMT	2022-05-04	12:09:43	+0000	1581177440	lennyzee_mmenu	Itachi Uchiha 𓃵		@dialdirect #ChingThing  https://t.co/uXswqjcAzi	und	[]	[]	['https://pbs.twimg.com/media/FR6bMdlXoAAr6Db.jpg']	0	0	0	['chingthing']	[]	https://twitter.com/LennyZee_Mmenu/status/1521824392572985345	False		1	https://pbs.twimg.com/media/FR6bMdlXoAAr6Db.jpg							[{'screen_name': 'dialdirect', 'name': 'Dialdirect', 'id': '168477175'}]				
1521824384725385217	1521824384725385217	2022-05-04 12:09:42 GMT	2022-05-04	12:09:42	+0000	831231748344315905	sonosukeizabot	Sonosuke Izayoi		?sasuke? is that really you	en	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/sonosukeizabot/status/1521824384725385217	False		0								[]				
1521824372247437314	1521791012221460481	2022-05-04 12:09:39 GMT	2022-05-04	12:09:39	+0000	168467024	trampzlol	Marcos Vinícius		@MatheusMacielC Mano, quem passou a maior barra foi o itachi, mas a barra q ele passou ele sabia o q tava rolando, já o kakashi foi so desgraça atrás de desgraça, ele pra mim foi o q mais sofreu	pt	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/trampzlol/status/1521824372247437314	False		0								[{'screen_name': 'MatheusMacielC', 'name': 'matheus maciel candido', 'id': '1287834907390205954'}]				
1521824371366838272	1521824371366838272	2022-05-04 12:09:38 GMT	2022-05-04	12:09:38	+0000	2275915812	bokenote_bot	【ネット大喜利】ボケノートbot		[Page411] 弱小旅行会社が考えた最強のオプション  ミスターＳＡＳＵＫＥ・山田勝己が自作で組んだ練習用コースをなぎ倒しながら進む観光バス　 -(冷凍食品)	ja	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/bokenote_bot/status/1521824371366838272	False		0								[]				
1521824320154382336	1521824320154382336	2022-05-04 12:09:26 GMT	2022-05-04	12:09:26	+0000	417022975	itachinot	140		明日仕事だけどレイトでドクターストレンジ見てきます	ja	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/ItachiNot/status/1521824320154382336	False		0								[]				
1521824302181486594	1494545069021429762	2022-05-04 12:09:22 GMT	2022-05-04	12:09:22	+0000	1519349164185767936	shayu27998933	蟹老板		@sasuke_sai_ 吃药也要上	ja	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/Shayu27998933/status/1521824302181486594	False		0								[{'screen_name': 'sasuke_sai_', 'name': '骚逼倩苇', 'id': '747273376641605633'}]				
1521824302114705408	1521824048316964864	2022-05-04 12:09:22 GMT	2022-05-04	12:09:22	+0000	1081150601067548672	sasuke2728	拓海		@DB_sutoko 経験者？	ja	[]	[]	[]	1	0	0	[]	[]	https://twitter.com/SASUKE2728/status/1521824302114705408	False		0								[{'screen_name': 'DB_sutoko', 'name': 'スト子', 'id': '1199324451235495936'}]				
1521824292727517184	1521824292727517184	2022-05-04 12:09:20 GMT	2022-05-04	12:09:20	+0000	407878859	gt_sasuke_bot	佐助bot		普段からコントしかやってないのに、キングオブコント一回戦で落ちたぞ！恥かかせんなや！	ja	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/gt_sasuke_bot/status/1521824292727517184	False		0								[]				
1521824274868170752	1521824274868170752	2022-05-04 12:09:15 GMT	2022-05-04	12:09:15	+0000	1330091708391055363	0xluckynoona	Nana Noona #quint #bull_bnb		Itachi	en	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/0xluckynoona/status/1521824274868170752	False	https://twitter.com/edihjcorleone/status/1521822603211509761	0								[]				
1521824270963429383	1521659003872460800	2022-05-04 12:09:14 GMT	2022-05-04	12:09:14	+0000	1167400299008602113	mm_deiza	Abubakar M Mustapha®️💎🐦		@AlyaValley @samarnadir_ @smol_sasuke  @smittbakare  @Nazyrat_Ochepa  @Dulla_x  @smolOba  @smolOba	und	[{'screen_name': 'smittbakare', 'name': 'shola bakare', 'id': '314764948'}, {'screen_name': 'nazyrat_ochepa', 'name': 'n. a. z. y. r. a. t_frozenmoon❄ || 💎', 'id': '3297159582'}, {'screen_name': 'dulla_x', 'name': 'abdulwahab dulla', 'id': '1105974716332998656'}, {'screen_name': 'smoloba', 'name': 'sasa®️💎🐦', 'id': '2882777475'}, {'screen_name': 'smoloba', 'name': 'sasa®️💎🐦', 'id': '2882777475'}]	[]	[]	0	0	0	[]	[]	https://twitter.com/mm_deiza/status/1521824270963429383	False		0								[{'screen_name': 'AlyaValley', 'name': 'ALYA', 'id': '1500070992575877128'}, {'screen_name': 'samarnadir_', 'name': 'summer 🦩', 'id': '973969324183556097'}]				
1521824261412958208	1521822581116055552	2022-05-04 12:09:12 GMT	2022-05-04	12:09:12	+0000	1146647608989036545	kaijabri	JIRAIYA | خالد		@itachi_Ba يااهلين شخبارك	ar	[]	[]	[]	1	0	0	[]	[]	https://twitter.com/kaIjabri/status/1521824261412958208	False		0								[{'screen_name': 'itachi_Ba', 'name': 'اوتشيها | itachi𓃵', 'id': '1396572908030500867'}]				
1521824256610512898	1521824256610512898	2022-05-04 12:09:11 GMT	2022-05-04	12:09:11	+0000	1456685340379467779	ninjxbxrbie	ೋ•✧N.C✧•ೋ		Idk who the other one is but Sakura spent the whole show crying and begging Sasuke to like her 💀 she really was useless	en	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/ninjxbxrbie/status/1521824256610512898	False	https://twitter.com/sigmarshanks/status/1517524200893857793	0								[]				
1521824253821464576	1521824253821464576	2022-05-04 12:09:10 GMT	2022-05-04	12:09:10	+0000	310776102	oshino_sasuke	忍野佐輔@2巻発売中		オペラオー世代！！！！	ja	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/oshino_sasuke/status/1521824253821464576	False	https://twitter.com/uma_musu/status/1521805683586646016	0								[]				
1521824247479693313	1521824247479693313	2022-05-04 12:09:09 GMT	2022-05-04	12:09:09	+0000	1099597559725617152	sasuke_oimo	🦖🍣サスケ🏹🤍		言われた通り進めたらガチでお金もらえた！  https://t.co/QbFT54nolX	ja	[]	['https://bit.ly/3LGWN3T']	[]	0	0	0	[]	[]	https://twitter.com/sasuke_oimo/status/1521824247479693313	False		0								[]				
1521824234753781760	1521822091909103617	2022-05-04 12:09:06 GMT	2022-05-04	12:09:06	+0000	1429422960658505728	itachi_reborn_	☄️		@fieryfoden .	und	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/Itachi_Reborn_/status/1521824234753781760	False		0								[{'screen_name': 'fieryfoden', 'name': '🇨🇦', 'id': '1263615781297889286'}]				
1521824218434129920	1521824218434129920	2022-05-04 12:09:02 GMT	2022-05-04	12:09:02	+0000	705233963850149890	suzu_itachi33	すず		自宅2人育児難しすぎへんか…時間配分がわからん…	ja	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/suzu_itachi33/status/1521824218434129920	False		0								[]				
1521824210674339845	1521799382215000064	2022-05-04 12:09:00 GMT	2022-05-04	12:09:00	+0000	1224515375540293632	raambakht	ITACHI 😼		@Tush222_ Madara bhi jinchuriki tha	hi	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/raambakht/status/1521824210674339845	False		0								[{'screen_name': 'Tush222_', 'name': 'Uchiha Madara⚡', 'id': '750979638927749120'}]				
1521824200792498176	1521824200792498176	2022-05-04 12:08:58 GMT	2022-05-04	12:08:58	+0000	34188911	sasuke_ssk	SASUKE@例大祭　こ03b		スバルのこのモデル、アプデして笑顔も出来るようにしてほしいなぁ	ja	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/SASUKE_ssk/status/1521824200792498176	False		0								[]				
1521824193045745665	1521824174909632513	2022-05-04 12:08:56 GMT	2022-05-04	12:08:56	+0000	1507705824289996810	mahifushiguro	Mahi 羂索		Sasuke Uchiwa  https://t.co/PqG3yWW6ya	tl	[]	[]	['https://pbs.twimg.com/tweet_video_thumb/FR6bCMxWUAEh9ij.jpg']	1	0	0	[]	[]	https://twitter.com/mahifushiguro/status/1521824193045745665	False		1	https://pbs.twimg.com/tweet_video_thumb/FR6bCMxWUAEh9ij.jpg							[]				
1521824190122594304	1521824190122594304	2022-05-04 12:08:55 GMT	2022-05-04	12:08:55	+0000	105494820	sasuke_905	sasuke_905		GWは昨日からだったんだけど、昨日のニュースで今日からGW後半って書いてあったんだがこれ如何に？ｗ	ja	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/sasuke_905/status/1521824190122594304	False		0								[]				
1521824168295206913	1521824168295206913	2022-05-04 12:08:50 GMT	2022-05-04	12:08:50	+0000	161433541	y0ungngettinit	Itachi Uchiha		Like right on	en	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/Y0ungNGettinIt/status/1521824168295206913	False		0								[]				
1521824141720301568	1521773309645316097	2022-05-04 12:08:44 GMT	2022-05-04	12:08:44	+0000	1404451581853016064	iwanna1115	Iwanna(アイワナ)		@namekuzi_SASUKE 声が好きはありがたい！	ja	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/Iwanna1115/status/1521824141720301568	False		0								[{'screen_name': 'namekuzi_SASUKE', 'name': 'ナメ_SASUKEの民-1ヶ月ショタ化-', 'id': '1407823173983236096'}]				
1521824139241209859	1521824139241209859	2022-05-04 12:08:43 GMT	2022-05-04	12:08:43	+0000	1425037743839748096	ahmdyaseen77	sasuke 🤸‍♂️		والله جمال ودلال ❤️❤️  https://t.co/p7X5wSXdLP	ar	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/ahmdyaseen77/status/1521824139241209859	False		1	https://pbs.twimg.com/ext_tw_video_thumb/1521823869107060736/pu/img/bArTvIImuYKtrfZt.jpg							[]				
1521824120710721537	1521822091909103617	2022-05-04 12:08:39 GMT	2022-05-04	12:08:39	+0000	1429422960658505728	itachi_reborn_	☄️		@ffsDoof So so cringe	en	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/Itachi_Reborn_/status/1521824120710721537	False		0								[{'screen_name': 'ffsDoof', 'name': '🅿️', 'id': '1325148146729578502'}]				
1521824080592211968	1521824080592211968	2022-05-04 12:08:29 GMT	2022-05-04	12:08:29	+0000	2246928804	laylahmartirez	jean aco		sasuke is so fucking annoying bro	en	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/laylahmartirez/status/1521824080592211968	False		0								[]				
1521824073055145985	1521824000896348160	2022-05-04 12:08:27 GMT	2022-05-04	12:08:27	+0000	1243966103312834562	hakanv10	Itachi🇹🇷		@BTKM18 Réel	fr	[]	[]	[]	0	0	1	[]	[]	https://twitter.com/HakanV10/status/1521824073055145985	False		0								[{'screen_name': 'BTKM18', 'name': 'Berat', 'id': '1127951150249074689'}]				
